stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
000000020300002,203,Profesora Fuky,,49.5841331481934,17.2247543334961,71,0,,,1,,
000000003400001,34,Karafiátová,,49.5868911743164,17.2300796508789,71,0,,,,,
000000003400002,34,Karafiátová,,49.5863304138184,17.2298698425293,71,0,,,,,
000000003500001,35,Stupkova,,49.5887107849121,17.2316303253174,71,0,,,1,,
000000003500002,35,Stupkova,,49.5881004333496,17.2304992675781,71,0,,,1,,
000000003600001,36,Jílová,,49.5906715393066,17.2320804595947,71,0,,,1,,
000000003600002,36,Jílová,,49.5900001525879,17.2321796417236,71,0,,,1,,
000000003700001,37,Kmochova,,49.5931282043457,17.2313499450684,71,0,,,1,,
000000003700002,37,Kmochova,,49.5930404663086,17.2311305999756,71,0,,,,,
000000006300002,63,Foerstrova,,49.5949897766113,17.2325496673584,71,0,,,1,,
000000006300001,63,Foerstrova,,49.5947914123535,17.2322101593018,71,0,,,1,,
000000001700004,17,Šibeník,,49.5975914001465,17.2368793487549,71,0,,,,,
000000001700003,17,Šibeník,,49.5978317260742,17.236759185791,71,0,,,1,,
000000016800002,168,Gymnázium Hejčín,,49.6007385253906,17.2369804382324,71,0,,,1,,
000000016800001,168,Gymnázium Hejčín,,49.6005592346191,17.2368698120117,71,0,,,1,,
000000010400001,104,Ladova,,49.6024703979492,17.2418804168701,71,0,,,1,,
000000010400002,104,Ladova,,49.6028099060059,17.2410202026367,71,0,,,1,,
000000003800002,38,Na Trati,,49.602668762207,17.2360706329346,71,0,,,1,,
000000003800001,38,Na Trati,,49.6022796630859,17.2363395690918,71,0,,,1,,
000000003900002,39,Svatoplukova,,49.6053504943848,17.2320899963379,71,0,,,1,,
000000003900001,39,Svatoplukova,,49.6055603027344,17.231330871582,71,0,,,1,,
000000004000002,40,"Řepčín, Máchova",,49.6087608337402,17.2283592224121,71,0,,,1,,
000000004000001,40,"Řepčín, Máchova",,49.608039855957,17.2287406921387,71,0,,,1,,
000000004100001,41,"Řepčín, železárny",,49.6122512817383,17.225700378418,71,0,,,,,
000000010400003,104,Ladova,,49.6022796630859,17.2432498931885,71,0,,,1,,
000000007900001,79,Na Střelnici,,49.5980911254883,17.2515296936035,71,0,,,1,,
000000007900002,79,Na Střelnici,,49.5989799499512,17.2513904571533,71,0,,,1,,
000000001500003,15,Náměstí Hrdinů,,49.5942916870117,17.2471504211426,71,0,,,1,,
000000001500006,15,Náměstí Hrdinů,,49.5968017578125,17.2471809387207,71,0,,,1,,
000000003000005,30,Tržnice,,49.5897216796875,17.2526092529297,71,0,,,1,,
000000003000004,30,Tržnice,,49.5895118713379,17.253589630127,71,0,,,1,,
000000002900003,29,Envelopa,,49.5905914306641,17.2613296508789,71,0,,,1,,
000000002900004,29,Envelopa,,49.590518951416,17.2609195709229,71,0,,,1,,
000000011400001,114,17. listopadu,,49.5948715209961,17.2651195526123,71,0,,,1,,
000000011400002,114,17. listopadu,,49.5948181152344,17.2647495269775,71,0,,,1,,
000000000100007,1,Hlavní nádraží,,49.5921211242676,17.2773494720459,71,0,,,1,,
000000000100004,1,Hlavní nádraží,,49.5921287536621,17.2776298522949,71,0,,,1,,
000000000100006,1,Hlavní nádraží,,49.5918617248535,17.2774696350098,71,0,,,1,,
000000004200002,42,Na Špici,,49.5997200012207,17.2741603851318,71,0,,,1,,
000000004200001,42,Na Špici,,49.5983009338379,17.2745094299316,71,0,,,1,,
000000004300002,43,Na Pile,,49.6041488647461,17.2797107696533,71,0,,,1,,
000000004300001,43,Na Pile,,49.6046600341797,17.2799396514893,71,0,,,1,,
000000004400002,44,Chválkovická - Epava,,49.6070213317871,17.2822093963623,71,0,,,1,,
000000004400001,44,Chválkovická - Epava,,49.6072387695313,17.2821407318115,71,0,,,1,,
000000004500002,45,Na Rohu,,49.6115303039551,17.2866897583008,71,0,,,1,,
000000004500001,45,Na Rohu,,49.6116981506348,17.2865505218506,71,0,,,1,,
000000010300002,103,Kubatova,,49.6147003173828,17.2918605804443,71,0,,,,,
000000014400001,144,Týneček,,49.6225204467773,17.2952003479004,71,0,,,,,
000000004600002,46,Selské náměstí,,49.6142387390137,17.293119430542,71,0,,,,,
000000004600001,46,Selské náměstí,,49.6141815185547,17.292839050293,71,0,,,,,
000000004700002,47,Domov seniorů,,49.6157302856445,17.2965297698975,71,0,,,,,
000000004700001,47,Domov seniorů,,49.6159782409668,17.2967700958252,71,0,,,,,
000000004800002,48,Samotišky,,49.6255493164063,17.326789855957,71,0,,,1,,
000000004800001,48,Samotišky,,49.6256484985352,17.3266296386719,71,0,,,1,,
000000009400002,94,"Droždín, škola",,49.6162910461426,17.3307209014893,71,0,,,,,
000000015600001,156,"Droždín, dol. konec",,49.617259979248,17.328950881958,71,0,,,,,
000000004900002,49,Droždínská zatáčka,,49.6195602416992,17.3362102508545,71,0,,,,,
000000004900001,49,Droždínská zatáčka,,49.6211318969727,17.3346195220947,71,0,,,1,,
000000005000002,50,"Svatý Kopeček, bazil.",,49.6289405822754,17.3410701751709,71,0,,,1,,
000000005000001,50,"Svatý Kopeček, bazil.",,49.6287002563477,17.3402404785156,71,0,,,1,,
000000005100002,51,"Svatý Kopeček, ZOO",,49.6302604675293,17.347770690918,71,0,,,,,
000000005100001,51,"Svatý Kopeček, ZOO",,49.6304397583008,17.347900390625,71,0,,,,,
000000017000002,170,"Radíkov, zahrádky",,49.6354713439941,17.3578796386719,71,0,,,1,,
000000017000001,170,"Radíkov, zahrádky",,49.6355209350586,17.3578300476074,71,0,,,1,,
000000005200002,52,Radíkov,,49.6364707946777,17.363109588623,71,0,,,1,,
000000005200001,52,Radíkov,,49.6360511779785,17.3629608154297,71,0,,,1,,
000000005300001,53,U Lesa,,49.6296691894531,17.3577194213867,71,0,,,,,
000000005400001,54,Lošov,,49.6208000183105,17.3628597259521,71,0,,,,,
000000035200002,352,"Lošov, Svolinského",,49.6202011108398,17.3640804290771,71,0,,,,,
000000035200001,352,"Lošov, Svolinského",,49.6198310852051,17.3639793395996,71,0,,,1,,
000000006400001,64,Erenburgova,,49.5995101928711,17.2320594787598,71,0,,,1,,
000000006400002,64,Erenburgova,,49.5995101928711,17.2322406768799,71,0,,,1,,
000000006200001,62,"Foerstrova, pošta",,49.59130859375,17.2354393005371,71,0,,,1,,
000000006200002,62,"Foerstrova, pošta",,49.5915489196777,17.2355194091797,71,0,,,1,,
000000006100001,61,Dvořákova,,49.5895118713379,17.2383193969727,71,0,,,1,,
000000006100002,61,Dvořákova,,49.588939666748,17.2394008636475,71,0,,,1,,
000000006000001,60,Zenit,,49.5810203552246,17.2507095336914,71,0,,,1,,
000000006000002,60,Zenit,,49.5819892883301,17.2472991943359,71,0,,,1,,
000000005900001,59,Velkomoravská,,49.5812301635742,17.2585601806641,71,0,,,1,,
000000005900002,59,Velkomoravská,,49.5810699462891,17.2550106048584,71,0,,,1,,
000000009800002,98,U Teplárny,,49.5855102539063,17.2686901092529,71,0,,,1,,
000000009800001,98,U Teplárny,,49.5853004455566,17.2688407897949,71,0,,,1,,
000000002800003,28,Vejdovského,,49.5905799865723,17.2708396911621,71,0,,,1,,
000000002800004,28,Vejdovského,,49.5897407531738,17.2703094482422,71,0,,,1,,
000000011800001,118,Kosmonautů,,49.5918388366699,17.2747802734375,71,0,,,1,,
000000000100003,1,Hlavní nádraží,,49.5922584533691,17.2775707244873,71,0,,,1,,
000000000200004,2,Fibichova,,49.5888404846191,17.2769107818604,71,0,,,1,,
000000000200005,2,Fibichova,,49.5889701843262,17.2772197723389,71,0,,,1,,
000000005800001,58,ČSAD,,49.5862808227539,17.2903099060059,71,0,,,,,
000000005800002,58,ČSAD,,49.5868110656738,17.2901992797852,71,0,,,,,
000000005700001,57,Pekárny,,49.5820693969727,17.2931995391846,71,0,,,1,,
000000005700002,57,Pekárny,,49.5827217102051,17.293140411377,71,0,,,1,,
000000005600001,56,U Mlýna,,49.5751800537109,17.2948608398438,71,0,,,1,,
000000005600002,56,U Mlýna,,49.5757484436035,17.2948703765869,71,0,,,1,,
000000005500001,55,Holice,,49.5716514587402,17.2956695556641,71,0,,,1,,
000000019100001,191,Keplerova,,49.5696907043457,17.2912902832031,71,0,,,,,
000000019100002,191,Keplerova,,49.5689086914063,17.2912693023682,71,0,,,,,
000000019300001,193,Průmyslová,,49.5734481811523,17.290210723877,71,0,,,1,,
000000019300002,193,Průmyslová,,49.5736198425293,17.2901992797852,71,0,,,1,,
000000011500001,115,Nový Dvůr,,49.547908782959,17.2788600921631,71,0,,,,,
000000002800005,28,Vejdovského,,49.5903701782227,17.2686901092529,71,0,,,1,,
000000014700001,147,Zora,,49.5861511230469,17.2751407623291,71,0,,,,,
000000014000001,140,Konzum,,49.5819702148438,17.2733497619629,71,0,,,1,,
000000014000002,140,Konzum,,49.5816192626953,17.2734203338623,71,0,,,1,,
000000014100001,141,Přichystalova,,49.5774917602539,17.2700004577637,71,0,,,1,,
000000011900001,119,Nový Svět,,49.5823402404785,17.2740993499756,71,0,,,,,
000000011900002,119,Nový Svět,,49.5824699401855,17.2738494873047,71,0,,,,,
000000014200001,142,"Holická, Grapo",,49.5807113647461,17.2788105010986,71,0,,,,,
000000014200002,142,"Holická, Grapo",,49.5808906555176,17.2789192199707,71,0,,,,,
000000014300002,143,Šlechtitelů,,49.5758018493652,17.2790088653564,71,0,,,1,,
000000014300001,143,Šlechtitelů,,49.5745582580566,17.2786197662354,71,0,,,1,,
000000006500002,65,Panelárna,,49.6030883789063,17.2922706604004,71,0,,,,,
000000006500001,65,Panelárna,,49.602970123291,17.2926292419434,71,0,,,,,
000000006700002,67,Presbeton,,49.6014213562012,17.2896099090576,71,0,,,,,
000000006700001,67,Presbeton,,49.6011695861816,17.2896595001221,71,0,,,,,
000000006800002,68,Dopravní stavby,,49.5993804931641,17.2890300750732,71,0,,,,,
000000006800001,68,Dopravní stavby,,49.5994300842285,17.2891292572021,71,0,,,,,
000000008800001,88,Olma,,49.5869903564453,17.2998695373535,71,0,,,,,
000000009700001,97,Pasteurova,,49.5991287231445,17.2720394134521,71,0,,,1,,
000000012700002,127,U Bristolu,,49.598030090332,17.2668991088867,71,0,,,1,,
000000012700001,127,U Bristolu,,49.5980987548828,17.2667007446289,71,0,,,1,,
000000012600002,126,Na Letné,,49.6004409790039,17.2622394561768,71,0,,,1,,
000000012600001,126,Na Letné,,49.6005592346191,17.262659072876,71,0,,,1,,
000000017600001,176,Rooseveltova,,49.5858116149902,17.255199432373,71,0,,,1,,
000000017600002,176,Rooseveltova,,49.5850410461426,17.2560501098633,71,0,,,1,,
000000012500001,125,Za Poštou,,49.5823097229004,17.2565994262695,71,0,,,1,,
000000012500002,125,Za Poštou,,49.5826301574707,17.2567691802979,71,0,,,1,,
000000011600001,116,U Rybářského stavu,,49.5769004821777,17.2576599121094,71,0,,,1,,
000000011600002,116,U Rybářského stavu,,49.576961517334,17.2579708099365,71,0,,,1,,
000000007400001,74,Nové Sady,,49.5721206665039,17.2591800689697,71,0,,,1,,
000000007400002,74,Nové Sady,,49.5722694396973,17.2593307495117,71,0,,,1,,
000000019000001,190,Andělská,,49.5685997009277,17.2608737945557,71,0,,,1,,
000000019000002,190,Andělská,,49.5688934326172,17.2608985900879,71,0,,,1,,
000000007300001,73,Čistička,,49.5659294128418,17.2625408172607,71,0,,,,,
000000017900001,179,Ahold,,49.5624694824219,17.261510848999,71,0,,,1,,
000000017900002,179,Ahold,,49.5624694824219,17.261510848999,71,0,,,1,,
000000008500001,85,Černovír,,49.6181602478027,17.2580509185791,71,0,,,,,
000000008500002,85,Černovír,,49.6181602478027,17.2582397460938,71,0,,,,,
000000017100001,171,Na Sezníku,,49.6164894104004,17.257640838623,71,0,,,,,
000000008400002,84,Frajtovo náměstí,,49.6125106811523,17.2567195892334,71,0,,,1,,
000000008400003,84,Frajtovo náměstí,,49.6134490966797,17.2563896179199,71,0,,,1,,
000000008300003,83,Farmak,,49.6116218566895,17.2637901306152,71,0,,,1,,
000000008600001,86,Stratilova,,49.6110496520996,17.2590599060059,71,0,,,,,
000000008600002,86,Stratilova,,49.6110191345215,17.2596492767334,71,0,,,,,
000000008200001,82,Jablonského,,49.6080589294434,17.2598495483398,71,0,,,1,,
000000008200002,82,Jablonského,,49.6078109741211,17.260160446167,71,0,,,1,,
000000008100001,81,Klášterní Hradisko,,49.6047897338867,17.2634105682373,71,0,,,,,
000000008100002,81,Klášterní Hradisko,,49.6041297912598,17.2647094726563,71,0,,,,,
000000008700001,87,Černá cesta,,49.5992088317871,17.267240524292,71,0,,,1,,
000000008700002,87,Černá cesta,,49.5996704101563,17.2671298980713,71,0,,,1,,
000000007000003,70,Lipenská,,49.5896301269531,17.2995300292969,71,0,,,1,,
000000008900001,89,Peugeot,,49.5901298522949,17.3152904510498,71,0,,,,,
000000008900002,89,Peugeot,,49.5905914306641,17.3157901763916,71,0,,,,,
000000020100001,201,"Bystrovany, Lidl sklad",,49.5924110412598,17.313570022583,71,0,,,1,,
000000009000001,90,"Bystrovany, U Bystřičky",,49.594409942627,17.3233604431152,71,0,,,1,,
000000009000002,90,"Bystrovany, U Bystřičky",,49.5936508178711,17.3232002258301,71,0,,,,,
000000009100001,91,"Bystrovany, škola",,49.5967216491699,17.3238391876221,71,0,,,1,,
000000009100002,91,"Bystrovany, škola",,49.5964508056641,17.3237590789795,71,0,,,1,,
000000009200001,92,"Bystrovany, Horizont",,49.6024703979492,17.3244705200195,71,0,,,,,
000000009200002,92,"Bystrovany, Horizont",,49.6023788452148,17.3242206573486,71,0,,,,,
000000009300001,93,"Droždín, U Cihelny",,49.6151390075684,17.3292808532715,71,0,,,,,
000000009300002,93,"Droždín, U Cihelny",,49.6139984130859,17.3285999298096,71,0,,,,,
000000009400001,94,"Droždín, škola",,49.6160697937012,17.3315200805664,71,0,,,,,
000000009500001,95,"Droždín, Horní Úlehla",,49.6129913330078,17.3340301513672,71,0,,,,,
000000009500002,95,"Droždín, Horní Úlehla",,49.612678527832,17.3343906402588,71,0,,,1,,
000000019900001,199,"Droždín, Bukovanská",,49.6106872558594,17.3369922637939,71,0,,,1,,
000000009600001,96,Bukovany,,49.6057891845703,17.3454704284668,71,0,,,1,,
000000015700002,157,Centrum Haná,,49.5738906860352,17.2290325164795,71,0,,,1,,
000000015700001,157,Centrum Haná,,49.5739974975586,17.2292404174805,71,0,,,,,
000000009900001,99,Tabulový vrch,,49.5832481384277,17.2225608825684,71,0,,,1,,
000000009900002,99,Tabulový vrch,,49.5834312438965,17.2228107452393,71,0,,,1,,
000000014800001,148,Svornosti,,49.5941505432129,17.2349605560303,71,0,,,1,,
000000014800002,148,Svornosti,,49.5941390991211,17.2340202331543,71,0,,,1,,
000000001500007,15,Náměstí Hrdinů,,49.5938491821289,17.2472190856934,71,0,,,1,,
000000001500008,15,Náměstí Hrdinů,,49.5942497253418,17.2474403381348,71,0,,,1,,
000000003000003,30,Tržnice,,49.5898513793945,17.2523593902588,71,0,,,1,,
000000003000006,30,Tržnice,,49.5896682739258,17.2532501220703,71,0,,,1,,
000000017700001,177,Smetanovy sady,,49.5860900878906,17.254430770874,71,0,,,1,,
000000017700002,177,Smetanovy sady,,49.5853309631348,17.252950668335,71,0,,,1,,
000000007800001,78,U Botanické zahrady,,49.5847396850586,17.2492504119873,71,0,,,1,,
000000007800002,78,U Botanické zahrady,,49.5837593078613,17.2494297027588,71,0,,,,,
000000007700002,77,U Kapličky,,49.5743598937988,17.2482395172119,71,0,,,1,,
000000007600002,76,Jižní,,49.5708084106445,17.2477893829346,71,0,,,1,,
000000007500002,75,Slavonínská,,49.5706596374512,17.2531204223633,71,0,,,1,,
000000008300001,83,Farmak,,49.6116485595703,17.263370513916,71,0,,,1,,
000000008300002,83,Farmak,,49.6115684509277,17.2628307342529,71,0,,,1,,
000000008400001,84,Frajtovo náměstí,,49.6130294799805,17.2558097839355,71,0,,,1,,
000000010200001,102,"Lazce, kaple",,49.6103897094727,17.2519207000732,71,0,,,,,
000000010200002,102,"Lazce, kaple",,49.6102104187012,17.2520503997803,71,0,,,,,
000000010100001,101,Lazce,,49.6070213317871,17.2521495819092,71,0,,,,,
000000010100002,101,Lazce,,49.607349395752,17.252269744873,71,0,,,,,
000000010000001,100,Finanční úřad,,49.6017684936523,17.2521305084229,71,0,,,1,,
000000010000002,100,Finanční úřad,,49.6038093566895,17.2525005340576,71,0,,,1,,
000000007700001,77,U Kapličky,,49.574031829834,17.2480201721191,71,0,,,1,,
000000007600001,76,Jižní,,49.5704498291016,17.2476501464844,71,0,,,1,,
000000019800002,198,"Slavonín, Dům seniorů",,49.5690612792969,17.2408409118652,71,0,,,1,,
000000013600001,136,"Slavonín, křižovatka",,49.5687484741211,17.2366790771484,71,0,,,,,
000000013600002,136,"Slavonín, křižovatka",,49.5686683654785,17.2370796203613,71,0,,,1,,
000000013500001,135,Kyselovská,,49.5642318725586,17.2366199493408,71,0,,,1,,
000000013500002,135,Kyselovská,,49.5647010803223,17.2365303039551,71,0,,,1,,
000000013400001,134,"Slavonín, Cihelna",,49.560791015625,17.2420997619629,71,0,,,1,,
000000013400002,134,"Slavonín, Cihelna",,49.5606689453125,17.2427005767822,71,0,,,1,,
000000013300001,133,Nemilany,,49.5573806762695,17.2486591339111,71,0,,,1,,
000000001500004,15,Náměstí Hrdinů,,49.5965881347656,17.2472095489502,71,0,,,1,,
000000010500002,105,Tomkova,,49.6043510437012,17.2397193908691,71,0,,,1,,
000000010500001,105,Tomkova,,49.6040992736816,17.2392807006836,71,0,,,1,,
000000010600002,106,Řepčínská,,49.6064186096191,17.2351493835449,71,0,,,,,
000000010600001,106,Řepčínská,,49.6061210632324,17.2354507446289,71,0,,,,,
000000010700002,107,"Řepčín, škola",,49.6073799133301,17.231409072876,71,0,,,,,
000000010700001,107,"Řepčín, škola",,49.6071281433105,17.2304992675781,71,0,,,1,,
000000004100002,41,"Řepčín, železárny",,49.6126594543457,17.2254295349121,71,0,,,,,
000000010800002,108,Poděbrady,,49.623161315918,17.2185497283936,71,0,,,1,,
000000010800001,108,Poděbrady,,49.6228485107422,17.2188205718994,71,0,,,1,,
000000010900002,109,"Horka, U Přejezdu",,49.6302108764648,17.2086200714111,71,0,,,,,
000000010900001,109,"Horka, U Přejezdu",,49.6303291320801,17.2083606719971,71,0,,,,,
000000011100002,111,Horka,,49.6369705200195,17.2066802978516,71,0,,,1,,
000000011100001,111,Horka,,49.6370887756348,17.20631980896,71,0,,,1,,
000000011200002,112,"Horka, škola",,49.6388511657715,17.2037200927734,71,0,,,1,,
000000011200001,112,"Horka, škola",,49.6386985778809,17.2038097381592,71,0,,,,,
000000011300001,113,Skrbeň,,49.6419410705566,17.1793193817139,71,0,,,,,
000000020200001,202,"Tržnice, plocha",,49.5889015197754,17.2541904449463,71,0,,,1,,
000000011000001,110,"Horka, areál Delta",,49.6273384094238,17.2052898406982,71,0,,,1,,
000000014500002,145,"Horka, Obecní úřad",,49.6391906738281,17.2097606658936,71,0,,,1,,
000000014500001,145,"Horka, Obecní úřad",,49.6392784118652,17.2095603942871,71,0,,,1,,
000000014600002,146,"Horka, Sedlisko",,49.6398391723633,17.2171096801758,71,0,,,1,,
000000014600001,146,"Horka, Sedlisko",,49.6399116516113,17.2176895141602,71,0,,,,,
000000012200002,122,Horecká,,49.6396408081055,17.2310199737549,71,0,,,1,,
000000012200001,122,Horecká,,49.6399192810059,17.2312507629395,71,0,,,1,,
000000012300002,123,"Chomoutov, škola",,49.6431884765625,17.2306804656982,71,0,,,,,
000000012300001,123,"Chomoutov, škola",,49.6429595947266,17.2306995391846,71,0,,,,,
000000033800001,338,Aquapark,,49.5740737915039,17.2231330871582,71,0,,,1,,
000000033700001,337,Horní Lán,,49.5737686157227,17.225700378418,71,0,,,1,,
000000017800001,178,Hněvotínská,,49.585880279541,17.2312507629395,71,0,,,,,
000000017800002,178,Hněvotínská,,49.5859794616699,17.2311706542969,71,0,,,,,
000000013900001,139,Lékařská fakulta,,49.5876312255859,17.2378196716309,71,0,,,1,,
000000013900002,139,Lékařská fakulta,,49.5876693725586,17.2373600006104,71,0,,,1,,
000000002900005,29,Envelopa,,49.5895195007324,17.2625198364258,71,0,,,1,,
000000002900006,29,Envelopa,,49.5898284912109,17.2632007598877,71,0,,,1,,
000000033900001,339,Technologická,,49.5775985717773,17.2831993103027,71,0,,,1,,
000000035400002,354,Technologický park,,49.5679931640625,17.2050533294678,71,0,,,1,,
000000029100002,291,Nedvězí,,49.5569839477539,17.2117748260498,71,0,,,1,,
000000029200002,292,"Slavonín, Zolova",,49.5691223144531,17.2299365997314,71,0,,,,,
000000035100001,351,Kaufland,,49.5880813598633,17.2715396881104,71,0,,,1,,
000000029000001,290,"Hamerská, ADM",,49.5852699279785,17.3075695037842,71,0,,,,,
000000029000002,290,"Hamerská, ADM",,49.5852088928223,17.3078002929688,71,0,,,,,
